Station1_mp_0,Station1_mp_1,Station1_mp_2,Station1_mp_3,Station1_mp_4,Station1_mp_5,Station2_mp_6,Station2_mp_7,Station2_mp_8,Station2_mp_9,Station2_mp_10,Station2_mp_11,Station2_mp_12,Station2_mp_13,Station2_mp_14,Station2_mp_15,Station2_mp_16,Station2_mp_17,Station2_mp_18,Station2_mp_19,Station2_mp_20,Station2_mp_21,Station2_mp_22,Station2_mp_23,Station2_mp_24,Station2_mp_25,Station2_mp_26,Station2_mp_27,Station2_mp_28,Station2_mp_29,Station2_mp_30,Station2_mp_31,Station2_mp_32,Station2_mp_33,Station2_mp_34,Station2_mp_35,Station2_mp_36,Station2_mp_37,Station2_mp_38,Station2_mp_39,Station3_mp_40,Station3_mp_41,Station3_mp_42,Station3_mp_43,Station3_mp_44,Station3_mp_45,Station3_mp_46,Station3_mp_47,Station3_mp_48,Station3_mp_49,Station3_mp_50,Station3_mp_51,Station3_mp_52,Station3_mp_53,Station3_mp_54,Station3_mp_55,Station4_mp_56,Station4_mp_57,Station4_mp_58,Station4_mp_59,Station4_mp_60,Station4_mp_61,Station4_mp_62,Station4_mp_63,Station4_mp_64,Station4_mp_65,Station4_mp_66,Station4_mp_67,Station4_mp_68,Station4_mp_69,Station4_mp_70,Station4_mp_71,Station4_mp_72,Station4_mp_73,Station4_mp_74,Station4_mp_75,Station4_mp_76,Station4_mp_77,Station4_mp_78,Station4_mp_79,Station4_mp_80,Station4_mp_81,Station5_mp_82,Station5_mp_83,Station5_mp_84,Station5_mp_85,Station5_mp_86,Station5_mp_87,Station5_mp_88,Station5_mp_89,Station5_mp_90,Station5_mp_91,Station5_mp_92,Station5_mp_93,Station5_mp_94,Station5_mp_95,Station5_mp_96,Station5_mp_97
0.0,0.0,0.0,0.0,0.0,,0.0,0.022808809542157277,0.0,0.07397670455607079,0.0,0.0,0.0222012894276834,0.08355483415652665,0.11466219299143453,0.0,0.0,0.027930796049721388,0.0,0.08528978504001357,0.02940902101275472,0.07936100242457325,0.0,0.0,0.0,0.17699545738060124,0.0,0.0,0.03701543906576507,0.0,0.06289347365668771,0.0,0.0,0.0,0.0,0.0,0.0,0.11521974863163488,0.0,0.0969414474102071,0.0,0.0,0.057981856451169836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11428907992130849,0.0,0.0,0.0,0.05937785517648766,0.0,0.0,0.022968974650005327,0.036150053857761405,0.06635280015105699,0.0,0.03205659243560804,0.0,0.0386837762566074,0.023176938096221074,0.0,0.0843488207610518,0.0,0.05828153908336188,0.010667752981963177,0.0,0.04906033291245307,0.0,0.06711262729926495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03023471568534839,0.0,0.0,0.0017976314927710749,0.0,0.06088096111984415,0.0,0.0,0.025369973897487557,0.0
0.0,0.0,0.2898778099516727,0.0,0.02040083961727422,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0643817062388386,0.05846850535084388,0.0,0.0,0.0,0.0,0.0,0.022978297605952974,0.0,0.0,0.15653355743861957,0.0,0.0759096556111787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035939541068044076,0.0,0.0,0.09604534297739804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004291591179655692,0.1620589376250579,0.04635846102568467,0.0,0.0,0.0,0.0704191167010875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052848728432105634,0.0,0.0,0.0,0.0,0.008405880029740019,0.0,0.0,0.0,0.031054223314109317,0.0,0.06731405958642417,0.0,0.0,0.0,0.0,0.0,0.030436460436451693,0.04338823188379672,0.04795754081374658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06593542192752233,0.0,0.02577575223977612,0.06483930163236178,0.0
0.4012396832762325,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12911289081111757,0.0,0.0,0.0,0.1659418160088181,0.0019130192750101086,0.0,0.0,0.0,0.0,0.0,0.10907876618971322,0.0,0.0,0.0,0.0,0.0,0.0,0.13865410949210907,0.0,0.07717113468817584,0.0,0.15508173074080256,0.0,0.0,0.0,0.0,0.0,0.0,0.046887006038698886,0.0,0.0,0.0,0.06156577814722508,0.016149236249787723,0.0,0.04569523719712524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013904091187026144,0.024287315500401297,0.008119037931294794,0.0,0.00503269689033933,0.0,0.0,0.0,0.0,0.0,0.0,0.11493236757616801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026779231087910267,0.0,0.0,0.0,0.04988826879202297,0.0,0.0,0.0,0.0,0.0
0.29520980158013216,1.0,0.0,0.0,0.4562889752649249,,0.02700841913117282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09055121118486194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11274325935484855,0.0,0.0,0.0,0.0,0.0,0.011384400493458157,0.0,0.1702529208906265,0.0,0.0,0.0029843427911960397,0.0,0.0,0.0,0.0,0.0,0.0,0.032934775166166504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025240418625602497,0.0,0.05236779853488533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040276354004660564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05276173215426239,0.0,0.0,0.0,0.0,0.015062968233395577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044697195945191934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7101221900483272,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04805370704260843,0.0,0.0,0.11966763033268962,0.0,0.0,0.0,0.0,0.09363845144257532,0.0,0.0,0.0,0.0,0.03352917958366304,0.0,0.0,0.0,0.0,0.05926669133728754,0.15456695870744103,0.0,0.0,0.053851755241356755,0.0,0.0,0.0,0.0,0.0,0.05956663583515475,0.0,0.0,0.0,0.02060574912330038,0.0,0.0,0.09537246202708273,0.0,0.09574040701885896,0.07830176632424428,0.11194298319591633,0.0,0.0,0.08100041057506613,0.0,0.0,0.0,0.008574469677407269,0.00554598576838243,0.0,0.0,0.0,0.0,0.0,0.0,0.10150649872824465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06927655610027011,0.0,0.0,0.07306592671565892,0.0,0.0,0.0,0.11285583497187336,0.040774283594036495,0.0,0.0,0.0,0.06905115706072162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08803691071903845,0.0,0.0
0.3035505151436355,0.0,0.0,1.0,0.5233101851178008,,0.0,0.0,0.0,0.0,0.0,0.06212204374202913,0.0,0.0,0.0,0.0,0.04044033121651178,0.0,0.02857947162715944,0.042752987295393376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16331562462965457,0.0,0.0,0.0,0.0,0.0,0.1011657257592463,0.0,0.0,0.0,0.0,0.0,0.09793982347551926,0.0,0.0,0.0,0.0,0.0,0.04785667742295594,0.0,0.0,0.0,0.0,0.05255121886228248,0.06184980446269568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050914842651829974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04449260973145647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03172552020077767,0.023106231132987494,0.0,0.13568676133671295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04643407636514039,0.0,0.024758954127720216,0.0,0.0,0.03239925632096529,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.059220006421824865,0.0,0.0,0.0,0.0,0.14561360204032686,0.0,0.0,0.0,0.0,0.0292366768236339,0.0,0.0,0.0,0.05143792438885252,0.0,0.0,0.13545377229690736,0.0,0.0,0.0,0.07112431828492959,0.0,0.0,0.0,0.0,0.0,0.0,0.016832947051822818,0.04356743904621368,0.0760396372684182,0.0,0.08383161428283517,0.07328557998758316,0.0,0.0,0.1121589758404305,0.0,0.015669264143120126,0.10852252368501965,0.0,0.0,0.0,0.0,0.0,0.0,0.09251455957797101,0.0,0.0,0.0,0.0,0.0,0.023410425205437575,0.0,0.01622151877758675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05357335314394342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07095588198117538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,,0.08715210593857238,0.0,0.0,0.0,0.05832255631623005,0.0,0.11839127348743009,0.0,0.08484685459322393,0.0,0.0,0.04396018097973911,0.0,0.05206321220982446,0.0,0.056738325901334055,0.0,0.0,0.0,0.0,0.09961725275276243,0.0,0.0,0.0,0.02296688803623434,0.0,0.1585381705681317,0.0,0.0,0.0,0.0,0.0,0.005217041057264314,0.0,0.0,0.0,0.0,0.0,0.0,0.023182167310833317,0.0,0.059969974051489086,0.17751776019713783,0.0,0.11185288743961118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016656702775237554,0.0,0.0,0.0,0.0,0.0,0.0,0.06374425248777614,0.0,0.0,0.0,0.03658228352259588,0.0,0.0,0.01980339737122614,0.0,0.0,0.0,0.0,0.0,0.0,0.06806297516684423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06014500754186829,0.0,0.0,0.0,0.0,0.0,0.07034493289651512
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.013799440020349626,0.0,0.06619502069647433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594811054710077,0.0,0.11853701065128232,0.0,0.0,0.0,0.0,0.0,0.0,0.03302234849788838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19168140164466457,0.0,0.0,0.0,0.0716839150300193,0.0,0.0,0.10494316320095755,0.062143733719763256,0.0,0.0,0.11406334482017325,0.0,0.0,0.0,0.10842663249289275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015729233512249103,0.0,0.0,0.0,0.0,0.06781067218889697,0.0,0.0,0.0,0.03209362242530232,0.0,0.0,0.0,0.07877584598432141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042214264090175965,0.0,0.0,0.0,0.0564692930856688,0.032779077382197146,0.04973838494201372,0.0,0.019711047354975003,0.0,0.0,0.022176411873619663
0.0,0.0,0.0,0.0,0.0,,0.0,0.02814502610242261,0.0,0.0,0.0,0.0,0.0,0.06520335791073248,0.0,0.08510509511741823,0.0,0.04002888347480934,0.0,0.0,0.0,0.07174041854449552,0.0,0.0,0.0,0.0,0.07061083754028412,0.015237529777695855,0.0,0.1035298636676625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0854275201587316,0.0,0.0727722592805001,0.0,0.0,0.010516896403432292,0.0,0.01216187337048309,0.0,0.07368556718600539,0.0,0.0,0.022841432340298506,0.0,0.0,0.0,0.13183541537558352,0.0,0.006344982213669999,0.07972158364158455,0.043882990811434486,0.003405672717583832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07473673916892183,0.0,0.0,0.0503592210218679,0.004704343597826484,0.059883166285289904,0.0,0.0,0.0,0.0,0.0,0.045329454346925285,0.04329030993713987,0.0,0.0,0.0,0.012236389360618181,0.030771199857637606,0.0,0.0,0.018472218273731644,0.10553071490463493,0.02577656426448679,0.0567454317521687,0.0
